"type","customer_name","customer_name_2","sale_number","date_completed","total","total_hours","total_cost","profit","margin","employee_name","store_division"
"","PNC Realty Services Central Ohio","Belmont Invoice","5595","08/01/2018","55.67","0.00","0.00","55.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Guernsey Invoice","5596","08/01/2018","50.13","0.00","0.00","50.13","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Jefferson Invoice","5597","08/01/2018","105.74","0.00","0.00","105.74","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Hocking Invoice","5598","08/01/2018","117.50","0.00","0.00","117.50","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Delaware Invoice","5599","08/01/2018","240.66","0.00","0.00","240.66","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Wayne Invoice","5600","08/01/2018","383.88","0.00","0.00","383.88","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Stark Invoice","5601","08/01/2018","30.00","0.00","0.00","30.00","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Perry Invoice","5602","08/01/2018","53.34","0.00","0.00","53.34","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Logan Invoice","5603","08/01/2018","92.84","0.00","0.00","92.84","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Ross Invoice","5604","08/01/2018","53.34","0.00","0.00","53.34","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Harrison Invoice","5605","08/01/2018","36.05","0.00","0.00","36.05","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Marion Invoice","5606","08/01/2018","26.67","0.00","0.00","26.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Hamilton Invoice","5607","08/01/2018","66.67","0.00","0.00","66.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Coshocton Invoice","5608","08/01/2018","80.50","0.00","0.00","80.50","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Carroll Invoice","5609","08/01/2018","53.34","0.00","0.00","53.34","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Union Invoice","5610","08/01/2018","29.70","0.00","0.00","29.70","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Fayette Invoice","5611","08/01/2018","26.67","0.00","0.00","26.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Tuscarawas Invoice","5612","08/01/2018","26.67","0.00","0.00","26.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Muskingum Invoice","5613","08/01/2018","72.59","0.00","0.00","72.59","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Madison Invoice","5614","08/01/2018","44.57","0.00","0.00","44.57","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Licking Invoice","5615","08/01/2018","79.07","0.00","0.00","79.07","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Butler Invoice","5616","08/01/2018","61.67","0.00","0.00","61.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Greene Invoice","5617","08/01/2018","26.67","0.00","0.00","26.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Franklin Invoice","5618","08/01/2018","1386.59","0.00","0.00","1386.59","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Pickaway Invoice","5619","08/01/2018","26.67","0.00","0.00","26.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Knox Invoice","5620","08/01/2018","33.11","0.00","0.00","33.11","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Holmes Invoice","5621","08/01/2018","97.58","0.00","0.00","97.58","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Miami Invoice","5622","08/01/2018","55.83","0.00","0.00","55.83","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Columbiana Invoice","5623","08/01/2018","68.67","0.00","0.00","68.67","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Ashland Invoice","5624","08/01/2018","55.48","0.00","0.00","55.48","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","West Virginia Invoice","5625","08/01/2018","160.00","0.00","0.00","160.00","100.00","Russ Mclean","Cleveland"
"","PNC Realty Services Central Ohio","Richland Invoice","5626","08/01/2018","26.67","0.00","0.00","26.67","100.00","Russ Mclean","Cleveland"
"CPT","Nicola Gudbranson and Cooper","nicola, grudbranson and cooper","5627","08/10/2018","1417.00","0.00","0.00","1417.00","100.00","Ryan Reynolds","Cleveland" 
"CPT","American Electric Power","700 Morrison","5628","08/25/2018","1200.00","0.00","0.00","1200.00","100.00","Russ Mclean","Columbus"  
"","American Electric Power","Gahanna","5629","08/25/2018","600.00","0.00","0.00","600.00","100.00","Russ Mclean","Columbus" 
"HS","American Electric Power","New Albany Tansmission Hq","5630","07/16/2018","3800.00","0.00","0.00","3800.00","100.00","Russ Mclean","Columbus"    
"HS","Creative Housing - Columbus","Barnett Rd Apartment 430A","5631","08/09/2018","1300.00","0.00","0.00","1300.00","100.00","Steven Pflug","Columbus" 
"CPT","Towne Properties - American Buiding","Queens Tower","5632","08/02/2018","900.00","0.00","0.00","900.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Grandview Sunoco","Grandview Sunoco","5633","08/02/2018","150.00","0.00","0.00","0.00","0.00","Gary Christensen","Columbus"  
"OTHER","University of Cincinnati","Uc Carpet Cleaning","5634","07/31/2018","10314.22","0.00","0.00","0.00","0.00","John Tomsich","Cincinnati"
"CPT","Planned Parenthood of Greater Ohio","PPH Rocky River Health Center","5635","07/31/2018","182.00","7.75","240.25","-24.25","-11.23","Ryan Reynolds","Cleveland"
"CPT","Planned Parenthood of Greater Ohio","PPH Lorain Health Center","5636","07/31/2018","85.00","4.80","148.80","-106.92","-255.30","Ryan Reynolds","Cleveland"
"CPT","Planned Parenthood of Greater Ohio","Planned Parenthood Athen Health Center","5637","07/31/2018","250.00","0.00","0.00","250.00","100.00","Ryan Reynolds","Columbus"   
"","Planned Parenthood of Greater Ohio","Planned Parenthood Corporate HQ","5638","07/31/2018","550.00","5.00","155.00","395.00","71.82","Ryan Reynolds","Columbus"  
"CPT","Chase Bank","340 South Cleveland","5639","08/09/2018","414.88","0.00","0.00","414.88","100.00","Jim Both","Columbus" 
"CPT","Chase Bank","370 South Cleveland","5640","08/30/2018","974.88","0.00","0.00","974.88","100.00","Jim Both","Columbus" 
"CPT","Chase Bank","800 Brooksedge","5641","09/02/2018","1749.77","0.00","0.00","1749.77","100.00","Jim Both","Columbus"   
"","Huntington","","5642","/  /","0.00","0.00","0.00","0.00","0.00","",""
"","Chase Bank","350 South Cleveland","5643","08/09/2018","525.58","0.00","0.00","525.58","100.00","Jim Both","Columbus"
"OTHER","PPG-Cincinnati","PPG","5644","08/19/2018","8310.00","0.00","0.00","8310.00","100.00","Waylon Roberts","Cincinnati"  
"HS","USA Management","mentor shopping center","5645","07/31/2018","5037.00","0.00","0.00","5037.00","100.00","Samantha Fovozzo","Cleveland"    
"CPT","Life Enriching Communities - Tri Ridge","Twin Lakes of Montgomery","5646","08/22/2018","500.00","0.00","0.00","500.00","100.00","Waylon Roberts","Cincinnati"
"OTHER","The Good Shepherd Catholic Montessori","Good Sheppard Montessori School","5647","08/06/2018","1100.00","0.00","0.00","1100.00","100.00","Waylon Roberts","Cincinnati"    
"CPT","Life Enriching Communities - Tri Ridge","Twin Lakes of Montgomery","5648","07/17/2019","900.00","0.00","0.00","900.00","100.00","Waylon Roberts","Cincinnati"
"OTHER","University of Cincinnati","Campus Rec. Center","5649","09/05/2018","5200.00","0.00","0.00","5200.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Twin Lakes","Twin Lakes of Montgomery","5650","/  /","150.00","0.00","0.00","150.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Twin Lakes","Twin Lakes of Montgomery","5651","/  /","150.00","0.00","0.00","150.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Life Enriching Communities - Tri Ridge","Twin Towers of Montgomery","5652","08/29/2018","175.00","0.00","0.00","175.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Life Enriching Communities - Tri Ridge","Twin Lakes of Montgomery","5653","08/27/2018","175.00","0.00","0.00","175.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Life Enriching Communities - Tri Ridge","Twin Lakes of Montgomery","5654","08/29/2018","175.00","0.00","0.00","175.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Life Enriching Communities - Tri Ridge","Twin Lakes of Montgomery","5655","08/29/2018","175.00","0.00","0.00","175.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Life Enriching Communities - Tri Ridge","Twin Lakes of Montgomery","5656","08/27/2018","175.00","0.00","0.00","175.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Twin Towers","Twin Towers","5657","/  /","475.00","0.00","0.00","237.50","100.00","Waylon Roberts","Cincinnati"
"CPT","Twin Towers","Twin Towers","5658","/  /","700.00","0.00","0.00","700.00","100.00","Waylon Roberts","Cincinnati"
"OTHER","Life Enrichment Communities - Hamilton","Twin Towers","5659","08/17/2018","4800.00","0.00","0.00","4800.00","100.00","Waylon Roberts","Cincinnati" 
"","Chase CBRE","1111 Polaris","5660","/  /","500.00","0.00","0.00","500.00","100.00","Jim Both","Columbus"
"OTHER","AXIS","Middletown High School","5661","08/06/2018","600.00","0.00","0.00","600.00","100.00","Waylon Roberts","Cincinnati" 
"HS","Bedrock Detroit","portico lobby entrance by casino","5662","08/27/2018","1890.00","0.00","0.00","1890.00","100.00","Ryan Reynolds","Cleveland"
"HS","Bedrock Detroit","food court restrooms","5663","08/21/2018","8870.00","0.00","0.00","8870.00","100.00","Ryan Reynolds","Cleveland"
"OTHER","Axis Interior Systems Inc.","AXIS Interior Systems, Inc.","5664","/  /","911.00","0.00","0.00","0.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Ultimus Fund Solutions, LLC","Ultimus Fund Solutuions","5665","08/22/2018","300.00","0.00","0.00","300.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Heartland Behavioral Healthcare","heartland behavioral healthcare","5666","08/23/2018","5047.00","0.00","0.00","5047.00","100.00","Ryan Reynolds","Cleveland"
"OTHER","University of Cincinnati","UC Statford Cleaning","5667","07/31/2018","22912.00","0.00","0.00","22912.00","100.00","John Tomsich","Cincinnati"
"","Chase CBRE","Easton - Vision Drive","5668","/  /","500.00","0.00","0.00","500.00","100.00","Jim Both","Columbus"
"CPT","Sperry Van Ness","Sperry Van Ness","5669","08/13/2018","500.00","0.00","0.00","500.00","100.00","Waylon Roberts","Cincinnati" 
"CPT","Scioto Services","Tri Health","5670","08/03/2018","150.00","0.00","0.00","150.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Neyer Management","Towne Center Square","5671","08/10/2018","600.00","0.00","0.00","600.00","100.00","Waylon Roberts","Cincinnati"  
"","Huntington","","5673","/  /","0.00","0.00","0.00","0.00","0.00","",""
"CPT","Chase Bank","Celina","5286","07/19/2018","197.16","0.00","0.00","197.16","100.00","Jim Both","Columbus" 
"","Team Fishel","","5674","07/26/2018","750.00","0.00","0.00","750.00","100.00","Mark Murphy","Columbus"
"CPT","Cincinnati Police Fiscal & Budget","District 2 Police Department","5675","08/21/2018","412.00","0.00","0.00","412.00","100.00","Melody Cain","Cincinnati"
"CPT/HS","Scott Street Partners II, LLC","Scott Street Partners, XII LLC","5677","08/28/2018","7839.00","0.00","0.00","7839.00","100.00","Melody Cain","Cincinnati"
"CPT","Morgan Stanley (ISS Facility Services)","Morgan Stanley","5678","10/03/2018","593.10","0.00","0.00","593.10","100.00","Melody Cain","Cincinnati"
"CPT/HS","Alba Manufacturing","Alba Manufacturing","5679","08/17/2018","2043.40","0.00","0.00","2043.40","100.00","Melody Cain","Cincinnati"
"CPT/HS","Ohio ENT - E. Broad St.","Ohio ENT- E. Broad Street","5681","09/01/2018","500.00","0.00","0.00","500.00","100.00","Mark Murphy","Columbus"  
"CPT/HS","Delaware County District Library","Ostrander Branch","5682","09/25/2018","910.00","0.00","0.00","910.00","100.00","Russ Mclean","Columbus" 
"CPT/HS","Delaware County District Library","Powell Branch","5683","09/25/2018","1725.00","0.00","0.00","1725.00","100.00","Russ Mclean","Columbus" 
"CPT","Delaware County District Library","Delaware Main","5684","09/26/2018","4400.00","0.00","0.00","4400.00","100.00","Russ Mclean","Columbus" 
"HS","Delaware County District Library","Delaware Main Hard Surface","5685","09/27/2018","1098.00","0.00","0.00","1098.00","100.00","Russ Mclean","Columbus" 
"CPT/HS","Delaware County District Library","Orange Branch","5686","09/25/2018","2945.00","0.00","0.00","2945.00","100.00","Russ Mclean","Columbus"  
"CPT","Delaware County District Library","Orange Branch Carpet and chairs","5687","09/25/2018","4600.00","0.00","0.00","4600.00","100.00","Russ Mclean","Columbus" 
"CPT","NAI / Ohio Equities","Mt Carmel MOB - 5965 E. Broad - CARPET","5688","08/15/2018","780.00","0.00","0.00","780.00","100.00","Gary Christensen","Columbus"   
"HS","Nai Ohio Equities","Mt Carmel - 5965 E. Broad St - VINYL","5689","08/15/2018","275.00","0.00","0.00","275.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Mt Carmel - 5969 E. Broad St - CARPET","5690","08/15/2018","520.00","0.00","0.00","520.00","100.00","Gary Christensen","Columbus" 
"HS","NAI / Ohio Equities","Mt Carmel - 5969 E. Broad St - VINYL","5691","08/15/2018","275.00","0.00","0.00","275.00","100.00","Gary Christensen","Columbus"
"","NAI / Ohio Equities","Nai - Ventures Academy","5692","08/08/2018","3575.00","0.00","0.00","3575.00","100.00","Gary Christensen","Columbus"
"CPT","Macys Progress Place","Macys Progress Place","5693","07/28/2018","3150.00","0.00","0.00","3150.00","100.00","Melody Cain","Cincinnati"  
"","Chase CBRE","Easton - Vision Drive","5694","/  /","0.00","0.00","0.00","0.00","0.00","Jim Both","Columbus"
"OTHER","St. Elizabeth KY","St Elizabeth Edgewood","5695","08/26/2018","7000.00","0.00","0.00","7000.00","100.00","John Tomsich","Cincinnati" 
"CPT","NAI / Ohio Equities - Devon Cotterman","DIEC - 6805 Bobcat Way","5696","08/15/2018","855.33","0.00","0.00","855.33","100.00","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","MEB 1 - 6775 Bobcat Way","5697","08/15/2018","823.17","0.00","0.00","823.17","100.00","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","Anatomy Lab - 6795 Bobcat Way","5698","08/15/2018","263.58","0.00","0.00","263.58","100.00","Steven Pflug","Columbus"  
"","Burgess & Niple","Burgess & Niple","5699","07/26/2018","1600.00","5.00","155.00","645.00","80.63","Russ Mclean","Columbus" 
"","Childrens Hospital","Childrens 1405 South High","5700","08/30/2018","315.50","0.00","0.00","315.50","100.00","Russ Mclean","Columbus"
"","Childrens Hospital","Childrens 1275 Olentangy River","5701","07/26/2018","70.00","0.00","0.00","70.00","100.00","Russ Mclean","Columbus"
"","Childrens Hospital","Childrens 275 Schrock","5703","08/30/2018","705.00","0.00","0.00","705.00","100.00","Russ Mclean","Columbus"
"CPT","Childrens Hospital","Childrens 2857 West Broad St.","5704","08/30/2018","88.28","0.00","0.00","88.28","100.00","Russ Mclean","Columbus"
"CPT/HS","Elford Construction","First Merchants Bank","5705","08/08/2018","2800.00","0.00","0.00","2800.00","100.00","Steven Pflug","Columbus"
"CPT","Childrens Hospital","Nationwide Childrens CTH 4560 Morse Rd.","5706","08/30/2018","220.27","0.00","0.00","220.27","100.00","Russ Mclean","Columbus"  
"","Childrens Hospital","Childrens 5675 Venture Drive","5707","08/30/2018","1041.85","0.00","0.00","1041.85","100.00","Russ Mclean","Columbus"
"","Childrens Hospital","Childrens 5680 Venture Drive","5708","08/30/2018","1360.00","0.00","0.00","1360.00","100.00","Russ Mclean","Columbus"
"","Childrens Hospital","Childrens 6435 East Broad Street","5709","08/30/2018","1127.79","0.00","0.00","1127.79","100.00","Russ Mclean","Columbus"
"","Childrens Hospital","Childrens 6499 East Broad Street","5710","08/30/2018","215.04","0.00","0.00","215.04","100.00","Russ Mclean","Columbus"
"","Childrens Hospital","Childrens Newark 75 S. Terrace","5712","08/30/2018","91.88","0.00","0.00","91.88","100.00","Russ Mclean","Columbus"
"CPT","G-6 Hospitality","G6 Hospitality","5713","07/25/2018","800.00","0.00","0.00","800.00","100.00","Russ Mclean","Columbus"
"","Lancaster 1st United Methodist","Lancaster 1st United Methodist Church","5714","07/10/2018","550.00","0.00","0.00","550.00","100.00","Russ Mclean","Columbus"
"","Matesich Distributing, Inc.","Matesich Distributing Company","5716","08/24/2018","300.00","0.00","0.00","300.00","100.00","Russ Mclean","Columbus"
"","Ohio Education Association","Ohio Education Association","5717","07/18/2018","475.00","0.00","0.00","475.00","100.00","Russ Mclean","Columbus" 
"CPT","Childrens Hospital","187 Schrock Rd.","5718","08/07/2018","100.00","0.00","0.00","100.00","100.00","Russ Mclean","Columbus" 
"HS","Creative Housing - Columbus","5564 Chatford Drive","5719","08/14/2018","350.00","0.00","0.00","350.00","100.00","Steven Pflug","Columbus"
"CPT","NAI / Ohio Equities","1945 Newark Granville - Mount Carmel Medical Group","5720","08/17/2018","650.00","0.00","0.00","650.00","100.00","Gary Christensen","Columbus"
"CPT/HS","Trinity United Meth Church","Trinity United Methodist Church","5721","08/24/2018","220.00","0.00","0.00","220.00","100.00","Russ Mclean","Columbus"
"","Chase CBRE","Priority:","5722","/  /","0.00","0.00","0.00","0.00","0.00","Jim Both","Columbus"
"HS","NAI / Ohio Equities","7651 Stagers Loop - Riverside Radiology","5723","08/22/2018","1750.00","0.00","0.00","1750.00","100.00","Gary Christensen","Columbus"
"HS","Ohio State University - OSU Thompson Library","OSU Thompson Library","5724","07/31/2018","17437.50","0.00","0.00","17437.50","100.00","Jim Both","Columbus"   
"CPT","Alliance Data Systems","Cad 1 - Regular Cleaning","5725","09/01/2018","1300.00","0.00","0.00","1300.00","100.00","Gary Christensen","Columbus" 
"CPT","Alliance Data Systems","Cad 1 - Spot Cleaning","5726","09/01/2018","600.00","0.00","0.00","600.00","100.00","Gary Christensen","Columbus" 
"","Alliance Data Systems","Cad 2 - Spot Cleaning","5727","09/01/2018","1300.00","0.00","0.00","1300.00","100.00","Gary Christensen","Columbus"
"CPT","Alliance Data Systems","Cad 2 - Regular Cleaning","5728","09/01/2018","600.00","0.00","0.00","600.00","100.00","Gary Christensen","Columbus"
"CPT","Alliance Data Systems","Alliance Data Systems / Cad 3","5729","09/01/2018","600.00","0.00","0.00","600.00","100.00","Gary Christensen","Columbus" 
"","Alliance Data Systems","Alliance Data Systems / Cad 3w","5730","09/01/2018","180.00","0.00","0.00","180.00","100.00","Gary Christensen","Columbus" 
"CPT","Butler Animal Health Supply","Butler Animal Health Supply","5731","09/22/2018","400.00","0.00","0.00","400.00","100.00","Gary Christensen","Columbus"
"CPT","Alliance Data Systems","Cad 2 - Westerville","5732","09/01/2018","450.00","0.00","0.00","450.00","100.00","Gary Christensen","Columbus"
"CPT","Capitol Equities","101 East Town Street","5733","09/01/2018","180.00","0.00","0.00","180.00","100.00","Steven Pflug","Columbus"
"CPT","Capitol Equities","580 North 4th Street","5734","09/01/2018","740.00","0.00","0.00","740.00","100.00","Steven Pflug","Columbus"
"","Careworks","Careworks","5735","09/01/2018","1200.00","0.00","0.00","1200.00","100.00","Gary Christensen","Columbus" 
"CPT","Carlile, Patchen &amp; Murphy LLP","Carlile Patchen & Murphy","5736","09/20/2018","285.00","0.00","0.00","285.00","100.00","Gary Christensen","Columbus"  
"CPT","Careworks","CCI Companies","5737","09/01/2018","665.00","0.00","0.00","665.00","100.00","Gary Christensen","Columbus"  
"CPT","Chemical Abstracts","Chemical Abstracts - Carpet Program","5738","09/01/2018","2575.00","0.00","0.00","2575.00","100.00","Gary Christensen","Columbus"  
"CPT","Chemical Abstracts","Chemical Abstracts","5739","09/01/2018","600.00","0.00","0.00","600.00","100.00","Gary Christensen","Columbus" 
"CPT/HS","Lifecare Alliance","Lifecare Alliance","5740","09/01/2018","1200.00","0.00","0.00","1200.00","100.00","Gary Christensen","Columbus"
"CPT","Mount Carmel Health","Mount Carmel Health / Corp Headquarters","5741","09/01/2018","6500.00","0.00","0.00","6500.00","100.00","Gary Christensen","Columbus"  
"CPT","NAI / Ohio Equities - Devon Cotterman","303 E. Town Street","5742","09/19/2018","250.00","0.00","0.00","250.00","100.00","Gary Christensen","Columbus"
"CPT","Nai / Ohio Equities","380 Polaris Parkway","5743","09/01/2018","195.00","0.00","0.00","195.00","100.00","Gary Christensen","Columbus"
"CPT","Nai / Ohio Equities","440 Polaris Parkway","5744","09/01/2018","400.00","0.00","0.00","400.00","100.00","Gary Christensen","Columbus"
"CPT","Nai / Ohio Equities","460 Polaris Parkway","5745","09/01/2018","290.00","0.00","0.00","290.00","100.00","Gary Christensen","Columbus"
"CPT","Nai / Ohio Equities","1650 Watermark Drive","5746","09/01/2018","520.00","0.00","0.00","520.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Mt Carmel - 5955 E. Broad St","5747","09/01/2018","315.00","0.00","0.00","315.00","100.00","Gary Christensen","Columbus"
"CPT/HS","NetJets","Net Jets","5748","09/01/2018","5400.00","0.00","0.00","5400.00","100.00","Gary Christensen","Columbus" 
"CPT","NAI / Ohio Equities","Odi","5749","09/01/2018","500.00","0.00","0.00","500.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Epa","5750","09/01/2018","1000.00","0.00","0.00","1000.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Medicaid","5751","09/01/2018","1440.00","0.00","0.00","1440.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Veritiv (610 Executive Campus Dr)","5752","09/01/2018","300.00","0.00","0.00","300.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Veritiv (530 Westar Crossing)","5753","09/01/2018","225.00","0.00","0.00","225.00","100.00","Gary Christensen","Columbus"
"CPT","Cornerstone 815 W Broad St","815 E. Broad St","5754","09/01/2018","150.00","0.00","0.00","150.00","100.00","Gary Christensen","Columbus"  
"","Ohio Health / Dublin Hospital","Dublin Hospital","5755","09/01/2018","995.00","0.00","0.00","995.00","100.00","Gary Christensen","Columbus"
"CPT","Columbia Pipeline Group / TransCanada (Columbia Gas)","Columbia Gas Wv","5756","09/01/2018","1250.00","0.00","0.00","1250.00","100.00","Gary Christensen","Columbus"    
"CPT","Weston c/o Trane USA","Trane Usa","5757","09/19/2018","350.00","0.00","0.00","350.00","100.00","Gary Christensen","Columbus"  
"CPT","Nationwide","Nationwide - Executive Floors","5758","09/01/2018","1200.00","0.00","0.00","1200.00","100.00","Steven Pflug","Columbus"
"CPT","OCLC","Oclc","5759","09/01/2018","2800.00","0.00","0.00","2800.00","100.00","Gary Christensen","Columbus"  
"CPT","Sygma","Sygma","5760","09/15/2018","175.00","0.00","0.00","175.00","100.00","Gary Christensen","Columbus"   
"CPT","NAI / Ohio Equities","Watersedge 1","5761","09/27/2018","90.00","0.00","0.00","90.00","100.00","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Watersedge 2","5762","09/27/2018","90.00","0.00","0.00","90.00","100.00","Gary Christensen","Columbus"
"","Littler Mendelson","Littler Mendelson","5763","09/01/2018","845.00","0.00","0.00","845.00","100.00","Russ Mclean","Columbus"
"","T. Marzetti","Marzetti","5764","09/01/2018","1800.00","0.00","0.00","1800.00","100.00","Russ Mclean","Columbus"
"CPT/HS","Mercy Fairfield Outpatient Rehab","Mercy Fairfield Outpatient Rehab","5765","09/01/2018","293.00","0.00","0.00","293.00","100.00","Waylon Roberts","Cincinnati"
"CPT","American Financial Group","Great American Financial Group","5766","09/20/2018","660.00","0.00","0.00","660.00","100.00","Waylon Roberts","Cincinnati"
"OTHER","Beacon West Properties, LLC","Beacon Orthopedics – Summit Woods","5767","09/26/2018","745.00","0.00","0.00","745.00","100.00","Waylon Roberts","Cincinnati"     
"","Gateway Distribution","Gateway Distribution, Inc.","5768","09/17/2018","432.00","0.00","0.00","432.00","100.00","Waylon Roberts","Cincinnati"
"","Porter Wright Morris & Arthur, LLP","Porter Wright Morris & Arthur","5769","09/27/2018","1386.00","0.00","0.00","1386.00","100.00","Waylon Roberts","Cincinnati"
"","Keating Muething &amp; Klekamp PLL","Kmk Law","5770","09/27/2018","1880.00","0.00","0.00","1880.00","100.00","Waylon Roberts","Cincinnati"  
"HS","Jets Pizza","Jets Pizza - Milford","5771","09/17/2018","225.00","0.00","0.00","225.00","100.00","Waylon Roberts","Cincinnati"
"HS","Jets Pizza","Jets Pizza - Symmes","5772","09/19/2018","290.00","0.00","0.00","290.00","100.00","Waylon Roberts","Cincinnati"
"HS","Jets Pizza","Jets Pizza - Montgomery","5773","09/01/2018","225.00","0.00","0.00","225.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Bailey Cavalieri","Bailey Cavalieri","5774","09/01/2018","475.00","0.00","0.00","475.00","100.00","Mark Murphy","Columbus"
"CPT","Cedar Enterprises","Cedar Enterprises","5775","09/01/2018","250.00","0.00","0.00","250.00","100.00","Mark Murphy","Columbus" 
"CPT","Corporate One","Corporate One","5776","09/01/2018","525.00","0.00","0.00","525.00","100.00","Mark Murphy","Columbus"  
"HS","Alterra Real Estate Advisors","COTA Fields","5777","09/01/2018","700.00","0.00","0.00","700.00","100.00","Mark Murphy","Columbus"
"CPT","Fiserv","Fiserv","5778","09/01/2018","3720.00","0.00","0.00","620.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Gordon Flesch Company","Gordon Flesch","5779","09/01/2018","600.00","0.00","0.00","600.00","100.00","Mark Murphy","Columbus"     
"CPT","Leif 1, LLC - Hondros College","Hondros College","5780","09/01/2018","525.00","0.00","0.00","525.00","100.00","Mark Murphy","Columbus"
"CPT","Huntington Bank","Huntington Easton","5781","09/01/2018","3173.33","0.00","0.00","3173.33","100.00","Mark Murphy","Columbus"  
"CPT","Huntington Bank","Huntington Gateway","5782","09/01/2018","3600.00","0.00","0.00","360.00","100.00","Mark Murphy","Columbus"   
"CPT","Huntington Bank","Huntington Center - 41 S. High","5783","09/01/2018","1287.44","0.00","0.00","1287.44","100.00","Mark Murphy","Columbus" 
"CPT","Kubota","Kubota","5784","09/01/2018","498.00","0.00","0.00","498.00","100.00","Mark Murphy","Columbus"  
"CPT/HS","Mayfair Village Nursing Care Center","Mayfair Village Nursing Care Center","5785","09/01/2018","1.00","0.00","0.00","1.00","100.00","Mark Murphy","Columbus"
"CPT","Ohio Association of Realtors- Carpet","Ohio Association of Realtors - Carpet","5786","09/01/2018","745.00","0.00","0.00","745.00","100.00","Mark Murphy","Columbus"
"CPT","Commercial Flooring Solutions, Inc","PWC-CFS","5787","09/01/2018","283.72","0.00","0.00","283.72","100.00","Mark Murphy","Columbus"   
"CPT","Street Property MGMT/ 501 W. Schrock carpet","Street Property - 501 W. Schrock Rd","5788","09/01/2018","600.00","0.00","0.00","600.00","100.00","Mark Murphy","Columbus"   
"CPT","Squire Patton Boggs (US) LLP","Squire Patton Boggs","5789","09/01/2018","600.00","0.00","0.00","600.00","100.00","Mark Murphy","Columbus"   
"CPT","Thomas Fenner Woods Agency, Inc.","Thomas, Fenner, Woods","5790","09/01/2018","700.00","0.00","0.00","700.00","100.00","Mark Murphy","Columbus"      
